"name","yrnom","posit","recess","success","id","analu","seatid","spaethid","zukid","birdate","biryear","birthcit","birthst","childcit","childst","childsur","famses","famjud","nomrelig","natorig","race","gender","mothname","fathname","fathoccu","fathpol","fathpoln","undsch","undsta","unddat","undschn","gradsch","gradsta","graddat","gradschn","lawsch","lawsta","lawdat","lawschn","read","readst","readyr","readn","marryn","spouse","marryr","child","militbr","milityr1","milityr2","militran","militwar","clerkj","clerkyr1","clerkyr2","barst1","baryr1","barst2","baryr2","barst3","baryr3","privtyp1","privst1","privyrf1","privyrl1","privtyp2","privst2","privyrf2","privyrl2","schname1","schrank1","schyrf1","schyrl1","schname2","schrank2","schyrf2","schyrl2","schn","schcon","sttrist","sttriyr1","sttriyr2","stapst","stapyr1","stapyr2","stsupst","stsupyr1","stsupyr2","feddist","feddi","feddiyr1","feddiyr2","fedca","fedcayr1","fedcayr2","usasat","usasat1","usasat2","usat","usat1","usat2","ussgo1","ussgo2","ussg1","ussg2","usago1","usago2","usag1","usag2","uscab","uscab1","uscab2","ussec","ussec1","ussec2","usage","usage1","usage2","usagh","usagh1","usagh2","uspres1","uspres2","ushr1","ushryrf1","ushryrl1","ushr2","ushryrf2","ushryrl2","ussn1","ussnyrf1","ussnyrl1","ussn2","ussnyrf2","ussnyrl2","conconv","concong","concong1","concong2","artcon","artcon1","artcon2","artconsp","citat","citat1","citat2","cdep","cdep1","cdep2","cdis","cdis1","cdis2","saag","saag1","saag2","stag","stag1","stag2","ltgov","ltgov1","ltgov2","gov","gov1","gov2","stcab","stcab1","stcab2","mayor","mayor1","mayor2","stsenate","stsen1","stsen2","sthouse","sthse1","sthse2","ctycl","ctycl1","ctycl2","commsn","commsn1","commsn2","datenom","datesen","judnom","usjnom","stjnom","prsznom","prstnom","prposnom","prschnom","govatnom","uslenom","uslesnom","stlenom","stlesnom","stexpnom","stexsnom","usexnom","yrposnom","agenom","stnom","parnom","prparnom","prdssr","presname","prespart","nompres","socpres","econpres","congress","senparty","nomsen","ideo","mednmq1","medmq1","mednmq2","medmq2","qual","abarate","abavote","heardate","heardays","comdvote","comvote","intpro","intanti","sendate","senact","sensupp","senopp","serve","withdraw","dateserb","npart","nops","judgment","ndis","nconr","ncons","percrim","ncrim","percr","ncr","perfir","nfir","perunn","nunn","perecon","necon","perfed","nfed","perftax","nftax","datesere","agedep","reasdep","postdep","scssr","deathd","deathcit","deathst","deathag"
"Paterson, William",1793,1,0,1,11,2,"02.05",8,"888","12/24/1745",1745,530,55,258,30,3,4,0,10,22,0,0,"Mary","Paterson, Richard",23,888,888,85,2,1763,1,85,2,1776,1,888,888,888,888,"Stockton, Richard",30,1769,1,2,"White, Euphemia",1785,3,11,1776,1778,13,1,888,888,888,30,1769,888,888,888,888,1,30,1769,1776,1,30,1783,1788,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,30,1789,1790,777,777,777,1,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,30,1776,1783,888,888,888,30,1790,1793,888,888,888,888,888,888,888,888,888,30,1775,1776,888,888,888,13,1776,1776,"03/04/1793","03/04/1793",888,888,888,888,888,888,888,888,888,888,888,888,1,30,888,3,47,30,3,888,"Johnson, Thomas",1,3,888,888,888,3,3,0.287999987602234,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"03/04/1793",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","03/11/1793",77,14,0,1,2,0,0.333333313465118,3,0.428571403026581,7,77777,0,77777,0,0.428571403026581,14,1,1,0.5,2,"09/09/1806",60,3,777,"Livingston, Henry Brockholst","09/09/1806",268,32,60
"Rutledge, John",1795,0,1,888,12,2,"01.02",9,"888","09/18/1739",1739,349,40,349,40,5,5,0,6,8,0,0,"Hext, Sarah","Rutledge, John",26,888,888,888,888,888,888,888,888,888,888,70,1,1760,1,"Parson, James",40,1757,2,1,"Grimke, Elizabeth",1763,10,888,888,888,888,888,888,888,888,54,1760,888,888,888,888,1,40,1761,1774,777,777,777,777,888,888,888,888,888,888,888,888,888,888,40,1784,1790,888,888,888,40,1791,1795,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,40,1774,1776,40,1782,1783,0,888,888,888,888,888,888,888,888,888,888,888,888,40,1764,1765,888,888,888,40,1779,1782,888,888,888,888,888,888,888,888,888,40,1761,1778,888,888,888,14,1788,1788,"07/01/1795","RECESS APPT",6,888,40,888,888,888,888,888,888,888,888,888,888,888,888,4,55,40,3,888,"Jay, John",1,3,888,888,888,4,3,0.354000002145767,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","08/12/1795",1,1,0,0,0,0,77777,0,77777,0,77777,0,77777,0,77777,0,77777,0,77777,0,"12/15/1795",56,12,777,"Ellsworth, Oliver","07/18/1800",349,40,60
"Rutledge, John",1795,0,0,0,13,3,"01.03",9,"888","09/18/1739",1739,349,40,349,40,5,5,0,6,8,0,0,"Hext, Sarah","Rutledge, John",26,888,888,888,888,888,888,888,888,888,888,70,1,1760,1,"Parson, James",40,1757,2,1,"Grimke, Elizabeth",1763,10,888,888,888,888,888,888,888,888,54,1760,888,888,888,888,1,40,1761,1774,777,777,777,777,888,888,888,888,888,888,888,888,888,888,40,1784,1790,888,888,888,40,1791,1795,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,40,1774,1776,40,1782,1783,0,888,888,888,888,888,888,888,888,888,888,888,888,40,1764,1765,888,888,888,40,1779,1782,888,888,888,888,888,888,888,888,888,40,1761,1778,888,888,888,14,1788,1788,"12/10/1795","12/10/1795",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,56,40,3,888,"Jay, John",1,3,888,888,888,4,3,0.354000002145767,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"12/15/1795",4,10,14,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","07/18/1800",349,40,60
"Cushing, William",1796,0,0,0,14,2,"01.04",3,"888","03/01/1732",1732,190,21,190,21,3,5,1,3,4,0,0,"Cotton, Mary","Cushing, John",20,10,1,47,2,1751,1,888,888,888,888,888,888,888,888,"Gridley, Jeremiah",21,1755,1,1,"Phillips, Hannah",1774,0,888,888,888,888,888,888,888,888,21,1755,888,888,888,888,1,21,1758,1760,1,19,1760,1771,888,888,888,888,888,888,888,888,888,888,21,1772,1777,888,888,888,21,1777,1789,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,18,1779,1779,"01/26/1796","01/26/1796",2,1,888,888,888,888,888,888,888,888,888,888,888,888,888,7,63,21,3,888,"Jay, John",1,3,888,888,888,4,3,0.354000002145767,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"01/27/1796",1,666,666,2,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","09/13/1810",190,21,78
"Chase, Samuel",1796,1,0,1,15,1,"05.02",10,"888","04/17/1741",1741,167,20,160,20,5,4,0,6,4,0,0,"Walker, Martha","Chase, Thomas",12,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Hall, John",20,1761,2,2,"Giles, Hannah Kitty",1784,7,888,888,888,888,888,888,888,888,20,1761,888,888,888,888,1,20,1763,1787,777,777,777,777,888,888,888,888,888,888,888,888,888,888,20,1788,1796,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,20,1774,1778,20,1784,1785,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,20,1764,1784,888,888,888,20,1788,1788,"01/26/1796","01/26/1796",8,888,20,888,888,888,888,888,888,888,888,888,888,888,888,5,54,20,3,888,"Blair, John, Jr.",1,3,888,888,888,4,3,0.354000002145767,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"01/27/1796",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","02/04/1796",130,5,0,1,3,1,0.600000023841858,5,0.714285671710968,7,77777,0,77777,0,0.65217387676239,23,0.75,4,0.375,8,"06/19/1811",70,3,777,"Duvall, Gabriel","06/19/1811",160,20,70
"Ellsworth, Oliver",1796,0,0,1,16,1,"01.05",11,"888","04/29/1745",1745,47,7,47,7,1,5,0,3,4,0,0,"Leavitt, Jemima","Ellsworth, David",13,12,1,85,2,1766,2,888,888,888,888,888,888,888,888,"Self taught",7,1771,777,1,"Wolcott, Abigale",1772,7,888,888,888,888,888,888,888,888,7,1771,888,888,888,888,1,7,1771,1784,777,777,777,777,888,888,888,888,888,888,888,888,888,888,7,1785,1789,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,7,1789,1796,777,777,777,1,7,1777,1782,7,1782,1784,0,888,888,888,888,888,888,7,1777,1785,888,888,888,888,888,888,888,888,888,888,888,888,7,1780,1785,888,888,888,888,888,888,7,1773,1776,888,888,888,888,888,888,"03/03/1796","03/03/1796",888,888,888,888,888,888,888,888,2,7,888,888,888,888,888,7,50,7,3,888,"Jay, John",1,3,888,888,888,4,3,0.354000002145767,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"03/04/1796",2,21,1,1,"888. NOMINATION NOT WITHDRAWN","03/08/1796",15,12,0,0,0,0,0,1,1,2,77777,0,77777,0,0.666666686534882,3,77777,0,77777,0,"12/15/1800",55,2,14,"Marshall, John","11/26/1807",47,7,62
"Washington, Bushrod",1798,1,1,888,17,1,"04.02",12,"888","06/05/1762",1762,398,46,398,46,6,5,0,6,4,0,0,"Bushrod, Hannah","Washington, John A.",28,11,2,114,2,1778,1,888,888,888,888,888,888,888,888,"Wilson, James",38,1784,1,1,"Blackburn, Julia Ann",1785,0,5,1780,1781,14,1,888,888,888,46,1784,888,888,888,888,1,46,1784,1798,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,46,1787,1788,888,888,888,12,1788,1788,"09/29/1798","RECESS APPT",888,888,888,1,46,888,888,888,888,888,888,888,888,888,888,14,36,46,3,888,"Wilson, James",2,3,888,888,888,5,3,0.555999994277954,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","11/09/1798",783,74,0,1,3,1,0.53846150636673,26,0.511111080646515,45,1,4,77777,0,0.537415027618408,147,0.800000011920929,15,0.46875,32,"02/04/1799",37,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","11/26/1829",326,38,67
"Washington, Bushrod",1798,1,0,1,18,2,"04.03",12,"888","06/05/1762",1762,398,46,398,46,6,5,0,6,4,0,0,"Bushrod, Hannah","Washington, John A.",28,11,2,114,2,1778,1,888,888,888,888,888,888,888,888,"Wilson, James",38,1784,1,1,"Blackburn, Julia Ann",1785,0,5,1780,1781,14,1,888,888,888,46,1784,888,888,888,888,1,46,1784,1798,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,46,1787,1788,888,888,888,12,1788,1788,"12/19/1798","12/19/1798",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,36,46,3,888,"Wilson, James",2,3,888,888,888,5,3,0.555999994277954,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"12/20/1798",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","02/04/1799",783,74,0,1,3,1,0.53846150636673,26,0.511111080646515,45,1,4,77777,0,0.537415027618408,147,0.800000011920929,15,0.46875,32,"11/26/1829",67,3,777,"Baldwin, Henry","11/26/1829",326,38,67
"Moore, Alfred",1799,1,0,1,19,1,"06.03",13,"888","05/21/1755",1755,297,33,297,33,2,5,1,6,7,0,0,"Grange, Anne","Moore, Maurice",20,10,1,888,888,888,888,888,888,888,888,888,888,888,888,"Moore, Maurice",33,1755,1,1,"Eagles, Susanna",1775,4,5,1776,1777,2,1,888,888,888,33,1775,888,888,888,888,1,33,1775,1775,1,33,1791,1799,888,888,888,888,888,888,888,888,888,888,33,1798,1798,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,33,1782,1791,888,888,888,888,888,888,888,888,888,888,888,888,33,1782,1782,33,1792,1792,888,888,888,888,888,888,"12/04/1799","12/04/1799",8,888,33,888,888,888,888,888,888,888,888,888,888,888,888,1,44,33,3,888,"Iredell, James",2,3,888,888,888,6,3,0.435000002384186,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"12/10/1799",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","04/21/1800",18,1,0,0,0,0,77777,0,77777,0,77777,0,77777,0,0.75,4,77777,0,77777,0,"01/26/1804",48,2,777,"Johnson, William","10/15/1810",296,33,55
"Jay, John",1800,0,0,0,20,2,"01.06",1,"888","12/12/1745",1745,282,32,287,32,1,5,0,6,12,0,0,"Cortlandt, Mary Van","Jay, Peter",24,888,888,24,2,1764,1,888,888,888,888,888,888,888,888,"Kissam, Benjamin",32,1768,1,1,"Livingston, Sarah Van Brugh",1774,7,14,1776,1778,3,1,888,888,888,32,1768,888,888,888,888,3,32,1768,1774,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1777,1778,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,23,1784,1789,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,32,1774,1779,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1795,1800,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/18/1800","12/18/1800",888,888,888,888,888,888,888,888,888,888,888,888,1,32,888,5,55,32,3,888,"Ellsworth, Oliver",2,3,888,888,888,6,3,0.435000002384186,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"12/19/1800",1,666,666,2,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","05/17/1829",270,32,83
"Marshall, John",1801,0,0,1,21,1,"01.07",14,"888","09/24/1755",1755,391,46,391,46,2,4,0,6,10,0,0,"Keith, Mary Randolph","Marshall, Thomas",15,13,2,888,888,888,888,888,888,888,888,114,1,1780,1,"Self taught",46,1780,777,1,"Ambler, Mary Willis",1783,10,5,1776,1781,2,1,888,888,888,46,1780,888,888,888,888,1,46,1780,1783,1,46,1783,1797,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,23,1797,1798,23,1800,1801,888,888,888,888,888,888,888,888,46,1799,1800,777,777,777,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,46,1782,1784,888,888,888,888,888,888,46,1782,1782,888,888,888,12,1788,1788,"01/20/1801","01/20/1801",888,888,888,888,888,888,888,888,888,888,888,888,888,888,8,1,45,46,3,888,"Ellsworth, Oliver",2,3,888,888,888,6,3,0.435000002384186,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"01/27/1801",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","02/04/1801",1087,533,1,9,1,1,0.534883677959442,43,0.569230794906616,65,1,4,77777,0,0.564999997615814,200,0.789473712444305,19,0.48979589343071,49,"07/06/1835",79,3,777,"Taney, Roger Brooke","07/06/1835",326,38,79
"Johnson, William",1804,1,0,1,22,1,"06.04",15,"888","12/27/1771",1771,349,40,349,40,5,4,0,10,5,0,0,"Nightingale, Sarah","Johnson, William",4,11,1,85,2,1790,1,888,888,888,888,888,888,888,888,"Pinckney, Charles",40,1793,1,1,"Bennett, Sarah",1794,10,888,888,888,888,888,888,888,888,40,1793,888,888,888,888,1,40,1793,1799,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,40,1799,1804,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,40,1794,1799,888,888,888,888,888,888,"03/22/1804","03/22/1804",6,888,40,888,888,888,888,888,888,888,888,888,888,888,888,5,32,40,2,888,"Moore, Alfred",3,2,0.0149999996647239,888,888,8,2,-0.143999993801117,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"03/24/1804",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","05/07/1804",911,115,0,35,5,15,0.46875,32,0.490909099578857,55,1,3,77777,0,0.546511590480804,172,0.578947424888611,19,0.526315808296204,38,"08/04/1834",62,3,777,"Wayne, James Moore","08/04/1834",272,32,62
"Livingston, Henry Brockholst",1806,1,1,888,23,1,"02.06",16,"888","11/25/1757",1757,282,32,282,32,5,5,1,10,20,0,0,"French, Susanna","Livingston, William",19,9,1,85,2,1774,1,888,888,888,888,888,888,888,888,"Yates, Peter",32,1783,1,3,"Kortright, Catharine",999,11,5,1776,1779,9,1,888,888,888,32,1783,888,888,888,888,1,32,1783,1802,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1802,1807,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1786,1789,888,888,888,888,888,888,"11/10/1806","RECESS APPT",6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,4,48,32,2,3,"Paterson, William",3,2,0.0149999996647239,888,888,9,2,-0.0659999996423721,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","01/20/1807",491,38,0,7,1,2,0.5,14,0.5625,16,1,3,77777,0,0.555555582046509,99,0.800000011920929,10,0.600000023841858,25,"02/02/1807",49,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","03/18/1823",55,51,65
"Livingston, Henry Brockholst",1806,1,0,1,24,2,"02.07",16,"888","11/25/1757",1757,282,32,282,32,5,5,1,10,20,0,0,"French, Susanna","Livingston, William",19,9,1,85,2,1774,1,888,888,888,888,888,888,888,888,"Yates, Peter",32,1783,1,3,"Kortright, Catharine",999,11,5,1776,1779,9,1,888,888,888,32,1783,888,888,888,888,1,32,1783,1802,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1802,1807,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,32,1786,1789,888,888,888,888,888,888,"12/15/1806","12/15/1806",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,49,32,2,3,"Paterson, William",3,2,0.0149999996647239,888,888,9,2,-0.0659999996423721,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"12/17/1806",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","02/02/1807",491,38,0,7,1,2,0.5,14,0.5625,16,1,3,77777,0,0.555555582046509,99,0.800000011920929,10,0.600000023841858,25,"03/18/1823",65,3,777,"Thompson, Smith","03/18/1823",55,51,65
"Todd, Thomas",1807,1,0,1,25,1,"07.01",17,"888","01/23/1765",1765,392,46,392,46,2,2,0,10,4,0,0,"Richards, Elizabeth","Todd, Richard",28,12,1,110,2,1783,1,888,888,888,888,888,888,888,888,"Innes, Harry",46,1788,1,2,"Payne, Lucy",1812,8,5,1781,1781,14,1,888,888,888,46,1788,888,888,888,888,1,17,1788,1801,777,777,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,17,1801,1807,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"02/28/1807","02/28/1807",6,888,17,888,888,888,888,888,888,888,888,888,888,888,888,6,42,17,2,888,"NEWLY CREATED SEAT",3,2,0.0149999996647239,888,888,9,2,-0.0659999996423721,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"03/02/1807",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","05/04/1807",353,12,0,0,0,2,0.272727310657501,11,0.583333313465118,12,1,2,77777,0,0.622950792312622,61,0.714285671710968,7,0.642857074737549,14,"02/07/1826",61,3,777,"Trimble, Robert","02/07/1826",118,17,61
"Lincoln, Levi",1811,1,0,0,26,1,"03.02",888,"888","05/15/1749",1749,182,21,182,21,1,2,0,11,4,0,0,"Fearing, Rachel","Lincoln, Enoch",15,888,888,47,2,1772,1,888,888,888,888,888,888,888,888,"Howley, Joseph",21,1775,1,1,"Waldo, Martha",1781,9,11,1775,1775,999,1,888,888,888,21,1775,888,888,888,888,1,21,1776,1800,777,777,777,777,888,888,888,888,888,888,888,888,888,888,21,1777,1781,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,777,1801,1805,888,888,888,23,1801,1801,888,888,888,888,888,888,888,888,21,1800,1801,777,777,777,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,21,1807,1808,21,1808,1809,21,1806,1811,888,888,888,21,1797,1797,21,1796,1796,888,888,888,888,888,888,"01/02/1811","01/02/1811",888,888,888,888,888,888,888,888,888,888,888,888,2,21,888,2,61,21,2,888,"Cushing, William",4,2,0.131999999284744,888,888,11,2,-0.00400000018998981,888,888,888,888,888,888,888,888,"999. PREDATE",999,"999. PREDATE",999,888,888,"01/03/1811",1,666,666,2,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","04/14/1820",194,21,70
"Wolcott, Alexander",1811,1,0,0,27,1,"03.03",888,"888","09/15/1758",1758,47,7,47,7,3,5,999,999,4,0,0,"Richards, Mary","Wolcott, Alexander",26,999,999,117,2,1778,999,888,888,888,888,999,999,999,999,"999. UNKNOWN",999,999,999,1,"Burbank, Frances",1785,999,999,999,999,999,999,888,888,888,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,888,888,888,888,888,888,888,999,999,999,999,999,999,888,888,888,888,999,999,888,888,999,999,999,888,888,888,2,1801,1811,999,999,999,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,"02/04/1811","02/04/1811",888,888,888,888,888,888,888,888,888,888,888,888,888,888,5,10,52,7,2,888,"Cushing, William",4,2,0.131999999284744,888,888,11,2,-0.00400000018998981,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"02/13/1811",1,888,888,"02/13/1811",4,9,24,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","06/26/1828",43,7,69
